OTU	Z.CC14.1	Z.CC14.2	Z.CC14.3	Z.CC15.1	Z.CC15.2	Z.CC15.3	Z.CC11.1	Z.CC11.2	Z.CC11.3	Z.CC18.1	Z.CC18.2	Z.CC18.3	Z.CC7.1	Z.CC7.2	Z.CC7.3	Z.CC13.1	Z.CC13.2	Z.CC13.3	Z.CC6.1	Z.CC6.2	Z.CC6.3	Z.CC16.1	Z.CC16.2	Z.CC16.3	Z.CC5.1	Z.CC5.2	Z.CC5.3	Z.CC9.1	Z.CC9.2	Z.CC9.3	Z.CC8.1	Z.CC8.2	Z.CC8.3	Z.CC17.1	Z.CC17.2	Z.CC17.3	Z.CC19.1	Z.CC19.2	Z.CC19.3	Z.CC3.1	Z.CC3.2	Z.CC3.3	Z.CC10.1	Z.CC10.2	Z.CC10.3
Zotu6052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	12	0	0	0	0	9	0	0	0	0	0	0	0
Zotu6055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	16
Zotu6058	45	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	679	835	177	230	92	0	0	0	0	0	0
Zotu6061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	5	0	0	0
Zotu6063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	24	0	0	0	0	0	0
Zotu6064	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6065	0	0	0	0	0	0	53	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Zotu6066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6068	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	16	0	0	6	19	0	5	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Zotu607	178	49	3	0	0	0	121	59	19	31	9	0	185	98	98	23	0	20	24	0	8	159	66	87	27	23	31	253	0	0	57	35	30	12	15	0	0	16	0	41	87	165	84	23	43
Zotu6070	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0	0	0	3	44	0	0	0
Zotu6074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	15	19	12	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	15	0	17
Zotu6076	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	25	0	0
Zotu6077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	32	0	0	0
Zotu6078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	93	9	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
Zotu6079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	598	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	34
Zotu6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	12	0	0	0
Zotu6086	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	24	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	12	0	0
Zotu609	0	0	0	0	0	0	0	0	0	0	0	0	622	756	511	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6091	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	35	0	4	0	0	0	0	0	0	0
Zotu6094	0	0	0	0	10	0	0	18	10	0	8	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6097	0	0	0	5	0	0	0	0	0	0	34	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6098	0	33	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2044	3681	4416	0	0	0	5705	7270	5049	0	0	0	0	0	0	0	0	0	0	0	0
Zotu610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	722	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6100	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0
Zotu6101	7	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Zotu6102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6103	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
Zotu6104	0	0	0	0	0	0	0	0	0	0	0	0	0	29	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6105	0	0	0	0	0	0	17	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6106	10	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0
Zotu6107	24	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	4	0	0	0	0	0	0	0	7	0	0	0	0	0
Zotu6108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	31	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6109	0	0	0	0	0	0	0	0	0	0	0	0	11	7	6	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0
Zotu611	60	28	18	22	13	48	75	83	84	47	20	149	110	46	49	32	15	48	136	95	91	18	68	51	33	35	15	0	0	0	36	30	26	0	13	0	51	84	29	58	141	119	73	80	129
Zotu6110	0	0	0	0	0	0	0	0	0	0	0	27	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	18	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6111	0	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	3	10	4	0	0	0	3	9	0	0	14	0	0	0	0	0	0	8	0	0	0
Zotu6112	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6115	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	17	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Zotu6116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6117	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	5	0	0	0	0	0	0	0	0	0	0
Zotu6119	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	13	0	0	0	12	0	30	0	0	0	0	0	0	0
Zotu612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	802	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6121	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	26	11	0	0	0
Zotu6122	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
Zotu6124	0	0	0	0	3	4	0	0	0	0	0	0	6	0	0	0	23	3	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0
Zotu6126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	24	0	0	0	0	0	0	0
Zotu6127	14	19	4	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6128	0	0	0	0	0	0	0	0	0	11	36	0	0	0	0	6	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu613	145	106	24	0	0	0	302	138	356	0	0	0	83	16	21	0	0	0	192	187	39	8	7	43	29	107	27	0	0	0	60	157	69	67	69	99	70	32	0	0	0	0	0	0	0
Zotu6130	0	6	0	6	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
Zotu6131	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6132	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0
Zotu6134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	20	26	0	0	0
Zotu6135	0	0	0	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	12	3	0	0	0
Zotu6136	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6137	0	0	0	0	0	0	0	0	0	0	0	19	8	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Zotu6139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	9	17	5	0	0	0	5	0	0	0	0	0	0	5	6	0	0	0	0	0	0
Zotu614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	689	1252	25	45	34	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6140	13	7	3	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	8	13	3	0	0	0	0	0	14
Zotu6142	3	0	0	0	0	0	0	0	0	46	9	0	0	0	0	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6143	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	12	0	4	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	0	6	0	0	0
Zotu6144	0	0	0	0	0	0	0	0	0	8	0	0	0	0	9	0	0	0	0	5	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	11	0	0	0
Zotu6145	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	17	9	0	0	0	0	6	0	0	0	0	28	0	8	5	0	0	14	0	0
Zotu6146	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	44	0	0	0
Zotu6148	0	0	0	0	0	0	0	0	0	4	0	0	3	5	0	11	0	0	0	0	0	4	17	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6149	0	0	3	0	8	0	0	0	0	24	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu615	3	17	0	12	0	20	0	32	14	26	36	68	12	7	11	0	0	0	81	46	7	20	17	38	13	24	20	0	0	0	20	33	18	0	10	66	52	141	87	88	29	73	378	296	179
Zotu6150	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	13	21	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Zotu6152	0	0	0	0	0	4	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	3	0	0	0
Zotu6154	0	0	0	0	0	0	0	0	0	0	0	0	11	15	36	0	0	0	0	0	0	0	0	0	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6155	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0	0	0	0	0	13	13	15	0	0	0	0	0	0	0	0	0
Zotu6156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	34	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6157	0	0	0	4	0	0	0	0	0	3	10	7	0	0	0	5	9	13	0	4	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Zotu6158	0	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	25	0	0	0	0	0
Zotu6159	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	5	0	12	19	0	0	0	0	0	0	0	0	0
Zotu6160	0	3	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	53	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0
Zotu6165	0	0	0	0	0	0	6	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Zotu6166	0	0	0	0	0	4	0	0	0	0	4	0	10	0	0	0	0	0	0	0	19	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	8	0	0	0
Zotu6168	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	16	0	0	0
Zotu6169	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	4	0	3	0	0	0	0	0	9	0	0	0	0	3	0	0	0	0	11	0	0	0
Zotu617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	842	1111	0	0	0	0	0	0	0	0	0	0	29	0	385	273	355	408	404	725	0	0	0
Zotu6170	0	13	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	41
Zotu6175	0	0	0	5	8	0	0	0	0	24	17	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6176	0	0	0	0	0	0	0	0	0	22	11	0	0	0	0	0	7	4	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6178	0	0	0	0	0	0	0	0	0	0	0	0	6	8	9	0	0	0	0	22	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu618	0	0	0	0	0	0	0	0	0	0	0	0	58	39	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	21	14	82	19	0	0	626	758	640
Zotu6181	25	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	65	28	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	10	15	0	8	0	0	0	0	0	0	0	0	0	0
Zotu6184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
Zotu6187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	33	0	0	0	0	0	0
Zotu6188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	27	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu619	0	0	0	0	0	0	30	15	67	0	0	0	903	756	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6190	29	36	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6192	0	18	0	0	3	14	0	0	0	36	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Zotu6194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	5	19	0	0	0	0	0	0	0	0	0
Zotu6196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6197	11	0	0	0	0	0	7	0	0	0	0	0	3	5	0	0	0	0	12	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Zotu6198	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	39	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu62	2087	1781	216	903	343	606	593	328	686	196	189	290	34	0	78	1073	765	1269	0	0	0	2063	1274	1899	423	794	812	0	0	0	55	109	47	0	0	0	57	104	46	138	165	196	1821	1228	1709
Zotu620	323	268	54	45	37	91	6	0	11	40	6	50	0	0	17	224	116	196	34	73	125	24	15	14	19	57	32	0	0	0	96	45	96	0	0	0	16	46	16	0	38	10	0	0	0
Zotu6204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	17	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Zotu6207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	22	14	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Zotu6210	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	10	4	0
Zotu6212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	18	13	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Zotu6215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	6	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6218	0	0	0	0	0	0	0	8	0	0	0	0	3	4	3	0	0	0	8	0	5	0	0	3	0	0	0	0	0	0	5	3	12	0	0	0	0	0	0	3	0	0	0	0	0
Zotu622	139	82	11	0	15	12	40	111	163	27	25	29	96	42	53	41	39	53	16	23	65	302	192	53	10	5	15	0	172	0	90	113	35	19	15	26	5	25	34	37	12	19	4	55	42
Zotu6220	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
Zotu6221	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	10	8	0	0	0
Zotu6224	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6225	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	27	5	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6226	0	17	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	5	0	0	0	0	0	12	0	0	0	0	0
Zotu6227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu623	168	15	22	133	60	102	88	97	192	63	124	233	10	11	4	45	105	75	3	78	40	162	11	150	49	40	119	0	0	0	49	39	14	35	49	10	109	67	49	15	6	114	0	0	11
Zotu6230	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0
Zotu6231	0	0	5	5	0	0	0	26	0	0	0	0	0	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	20
Zotu6232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	30	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6237	0	0	0	0	0	0	40	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	33	21	0	0	0
Zotu624	65	66	6	26	12	16	6	0	0	16	17	47	7	0	0	0	0	0	0	23	0	49	32	0	9	10	39	0	0	0	15	11	32	48	52	107	72	44	49	422	436	634	0	0	0
Zotu6243	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	9	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	8	0	8	0	0	0
Zotu6245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	4	18	0	0	0
Zotu6246	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	9	0	0	18	0	0	0	0	0	0	0	0	0	0	0
Zotu6248	0	0	0	0	0	4	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0
